postcode,Suburb,state,long,lat
2197,Bass Hill,NSW,150.998155,-33.901198
2198,Georges Hall,NSW,150.986277,-33.908788
2199,Yagoona,NSW,151.023171,-33.905586
2200,Bankstown,NSW,151.014937,-33.926559000000005
2203,Dulwich Hill,NSW,151.138999,-33.90441
2204,Marrickville,NSW,151.15553899999998,-33.912288000000004
2205,Wolli Creek,NSW,151.147956,-33.937551
2206,Earlwood,NSW,151.122881,-33.926056
2207,Bexley,NSW,151.119517,-33.948744
2208,Kingsgrove,NSW,151.098002,-33.942632
2209,Beverly Hills,NSW,151.07530400000002,-33.94913
2210,Peakhurst,NSW,151.052257,-33.957725
2211,Padstow,NSW,151.03221000000002,-33.961366
2213,Panania,NSW,150.997836,-33.964102000000004
2216,Rockdale,NSW,151.148204,-33.955393
2217,Ramsgate,NSW,151.140345,-33.974354
2218,Carlton,NSW,151.117453,-33.973161
2219,Dolls Point,NSW,151.132495,-33.996587
2221,South Hurstville,NSW,151.10599,-33.992159
2228,Miranda,NSW,151.101564,-34.037692
2229,Caringbah,NSW,151.120091,-34.05494
2230,Cronulla,NSW,151.136596,-34.093213
2232,Kirrawee,NSW,151.06432900000001,-34.061753
2233,Engadine,NSW,151.027919,-34.114626
2234,Illawong,NSW,151.004412,-34.021938
2250,Somersby,NSW,151.189243,-33.325373
2251,Kincumber,NSW,151.401999,-33.482209000000005
2257,Umina Beach,NSW,151.374403,-33.520358
2259,Kanwal,NSW,151.37721299999998,-33.208801
2260,Terrigal,NSW,151.436939,-33.42537
2261,Bateau Bay,NSW,151.519708,-33.315827
2262,Budgewoi,NSW,151.528042,-33.209125
2263,Gorokan,NSW,151.556223,-33.285097
2280,Belmont,NSW,151.663175,-33.019715000000005
2283,Toronto,NSW,151.57181,-33.019117
2284,Speers Point,NSW,151.621183,-32.953236
2285,Edgeworth,NSW,151.651095,-32.933305
2286,West Wallsend,NSW,151.532669,-32.923321
2289,Adamstown Heights,NSW,151.71008,-32.948567
2290,Redhead,NSW,151.707801,-32.983963
2291,Merewether,NSW,151.742882,-32.951039
2300,Cooks Hill,NSW,151.778021,-32.931635
2302,Newcastle West,NSW,151.752466,-32.931265
2305,New Lambton,NSW,151.706545,-32.930221
2320,Bolwarra,NSW,151.543675,-32.741737
2321,Duckenfield,NSW,151.683702,-32.660185999999996
2322,Woodberry,NSW,151.65415,-32.819819
2323,East Maitland,NSW,151.607554,-32.757616
2325,Kearsley,NSW,151.317476,-32.977861
2333,Muswellbrook,NSW,150.701949,-32.248568
2350,Armidale,NSW,151.906153,-30.493396999999998
2421,Paterson,NSW,151.543017,-32.601853000000006
2430,Old Bar,NSW,152.503209,-31.899310999999997
2431,South West Rocks,NSW,153.053789,-30.925233000000002
2439,Kendall,NSW,152.652155,-31.654721999999996
2440,Hat Head,NSW,153.019648,-30.375790999999996
2443,Laurieton,NSW,152.747152,-31.725436
2444,Port Macquarie,NSW,152.87253,-31.439614000000002
2445,Bonny Hills,NSW,152.820899,-31.583037
2446,Wauchope,NSW,152.466916,-31.387394
2448,Nambucca Heads,NSW,152.956681,-30.604667
2450,Coffs Harbour,NSW,152.658268,-30.097726
2452,Sawtell,NSW,153.08188,-30.357167999999998
2454,Bellingen,NSW,152.84026599999999,-30.459807
2455,Urunga,NSW,152.96348,-30.529365999999996
2456,Woolgoolga,NSW,153.14340900000002,-30.073663
2460,Grafton,NSW,153.271074,-29.320771999999998
2462,Wooli,NSW,153.187047,-29.829194
2463,Townsend,NSW,153.10478899999998,-29.366909999999997
2466,Iluka,NSW,153.350886,-29.407475
2477,Alstonville,NSW,153.427314,-28.907675
2478,Ballina,NSW,153.532475,-28.865483
2482,Mullumbimby,NSW,153.432398,-28.547307
2484,Murwillumbah,NSW,153.31648,-28.38059
2485,Tweed Heads South,NSW,153.526816,-28.184240999999997
2486,Banora Point,NSW,153.479217,-28.215215
2487,Kingscliff,NSW,153.548588,-28.279729999999997
2488,Bogangar,NSW,153.560693,-28.34099
2489,Pottsville,NSW,153.541853,-28.392183000000003
2500,Wollongong,NSW,150.874294,-34.423171
2502,Warrawong,NSW,150.873081,-34.494723
2519,Fairy Meadow,NSW,150.709623,-34.355579999999996
2526,Farmborough Heights,NSW,150.77681,-34.380765000000004
2527,Albion Park,NSW,150.754592,-34.583539
2529,Oaks Flats,NSW,150.84583999999998,-34.592433
2530,Dapto,NSW,150.766132,-34.505410999999995
2533,Kiama Downs,NSW,150.75688300000002,-34.645377
2535,Berry,NSW,150.678303,-34.762116
2537,Tomakin,NSW,149.912199,-35.939648999999996
2538,Milton,NSW,150.32050700000002,-35.366161
2539,Ulladulla,NSW,150.393202,-35.522387
2540,Tomerong,NSW,150.61643999999998,-34.863483
2541,North Nowra,NSW,150.450994,-34.990592
2551,Avoca Beach/Mulgoa,NSW,149.792364,-37.267687
2560,Ambarvale,NSW,150.768408,-34.194216
2565,Denham Court,NSW,150.8618744,-33.97723383
2566,St Andrews,NSW,150.84225800000002,-34.027283000000004
2570,Camden South,NSW,150.52529199999998,-34.042913
2574,Bargo,NSW,150.6685734,-34.4254438
2576,Bowral,NSW,150.503502,-34.525612
2577,Kangaroo Valley,NSW,150.410978,-34.595027
2578,Bundanoon,NSW,150.293226,-34.715579
2580,Goulburn,NSW,149.72921499999998,-34.726283
2587,Wombat,NSW,148.360971,-34.505796999999994
2590,Cootamundra,NSW,147.89691100000002,-34.714515000000006
2594,Young,NSW,148.10732,-34.231083
2611,Waramanga,NSW,148.7089956,-35.57315758
2614,Hawker,ACT,149.049796,-35.257315000000006
2615,Holt,ACT,149.02930800000001,-35.215385999999995
2617,EVATT,ACT,149.086682,-35.231279
2620,Karabar,ACT,149.21045149999998,-35.34172619
2640,West Albury,NSW,147.026549,-36.016196
2648,Pooncarie,NSW,141.80184609999998,-33.29624634
2650,Wagga Wagga,NSW,147.376202,-35.07459
2713,Finley,NSW,145.52068,-35.586342
2722,Gundagai,NSW,148.10286599999998,-35.053523
2730,Batlow,NSW,148.03401200000002,-35.510039
2745,Glenmore Park,NSW,150.671487,-33.871340999999994
2747,Werrington,NSW,150.7376907,-33.77413222
2749,Cranebrook,NSW,150.686816,-33.702166999999996
2750,Jamisontown,NSW,150.678551,-33.755476
2756,South Windsor,NSW,150.88744,-33.466271
2758,Bilpin,NSW,150.601824,-33.483614
2759,St Clair,NSW,150.781767,-33.822520000000004
2760,Colyton,NSW,150.780073,-33.763976
2761,Hassall Grove,NSW,150.84746,-33.742005999999996
2763,Quakers Hill,NSW,150.89547,-33.725619
2765,Riverstone,NSW,150.79576,-33.672237
2766,Rooty Hill,NSW,150.850764,-33.810388
2767,Doonside,NSW,150.8651828,-33.77972161
2768,Glenwood,NSW,150.922732,-33.737863
2769,The Ponds,NSW,150.9054927,-33.705464299999996
2770,Lethbridge Park,NSW,150.810246,-33.756443
2774,Blaxland,NSW,150.62902,-33.732671
2777,Springwood,NSW,150.587962,-33.692534
2780,Leura,NSW,150.43563899999998,-33.832923
2787,Oberon,NSW,150.153221,-34.06024
2790,Lithgow,NSW,150.356874,-33.310653
2794,Cowra,NSW,148.66483799999997,-33.898505
2795,Bathurst,NSW,149.474401,-33.820797
2798,Millthorpe,NSW,149.158755,-33.462193
2799,Blayney,NSW,149.267666,-33.571335
2800,Orange,NSW,149.11626299999998,-33.233928999999996
2804,Canowindra,NSW,148.63399099999998,-33.539564
2806,Eugowra,NSW,148.375577,-33.375562
2807,Koorawatha,NSW,148.562165,-34.036494
2810,Grenfell,NSW,148.054607,-33.902869
2818,Geurie,NSW,148.6686,-32.5009
2820,Wellington,NSW,148.989227,-32.553282
2821,Narromine,NSW,148.110385,-32.255249
2824,Warren,NSW,147.785831,-31.373201
2825,Nyngan,NSW,146.5079936,-31.92717863
2827,Gilgandra,NSW,148.64835300000001,-31.63315
2830,Dubbo,NSW,148.657282,-32.24224
2834,Lightning Ridge,NSW,147.9287091,-29.12157608
2840,Bourke,NSW,145.251371,-30.205908
2845,Wallerawang,NSW,150.04201,-33.404961
2847,Portland,NSW,149.969799,-33.404462
2848,Kandos,NSW,149.964131,-32.901412
2849,Rylstone,NSW,150.059088,-32.708935
2850,Mudgee,NSW,149.602925,-32.685033000000004
2864,Cudal,NSW,148.73181399999999,-33.340269
2866,Molong,NSW,148.904531,-33.007264
2869,Peak Hill,NSW,148.26665500000001,-32.584028
2870,Parkes,NSW,148.16818999999998,-33.035496
2871,Forbes,NSW,147.81168799999998,-33.476768
2873,Tottenham,NSW,147.26041899999998,-32.269414000000005
2875,Trundle,NSW,147.603587,-32.915603999999995
2876,Bogan Gate,NSW,147.77283400000002,-33.159023
2877,Condobolin,NSW,146.6853835,-32.27339899
2880,Broken Hill,NSW,142.203381,-30.170440999999997
2902,Kambah,ACT,149.049785,-35.389263
2905,Isabella Plains,ACT,149.110025,-35.431011
2906,Banks,ACT,149.08972,-35.456759999999996
2914,Harrison,ACT,149.125877,-35.170334000000004
3006,Southbank,VIC,144.9520744,-37.82528675
3011,Footscray,VIC,144.907953,-37.807101
3020,Sunshine West,VIC,144.829945,-37.777204
3021,St Albans,VIC,144.796693,-37.743361
3028,Laverton,VIC,144.777165,-37.875066
3029,Hoppers Crossing,VIC,144.70583100000002,-37.837165
3030,Werribee,VIC,144.64209,-37.91624
3032,Ascot Vale,VIC,144.897221,-37.774485999999996
3033,Keilor East,VIC,144.85763799999998,-37.74107
3034,Carlton North,VIC,144.86194,-37.761235
3036,Keilor,VIC,144.82246,-37.705324
3039,Moonee Ponds,VIC,144.922995,-37.766184
3040,Essendon,VIC,144.902556,-37.751845
3041,Essendon North,VIC,144.9011039,-37.72674618
3042,Keilor Park,VIC,144.866305,-37.727529
3043,Gladstone Park,VIC,144.88836799999999,-37.691916
3044,Pascoe Vale,VIC,144.93635600000002,-37.731138
3046,Glenroy,VIC,144.927968,-37.706578
3048,Coolaroo,VIC,144.923609,-37.653917
3054,Carlton North,VIC,144.96724,-37.786971
3056,Brunswick,VIC,144.96010800000002,-37.766292
3057,Brunswick East,VIC,144.97728,-37.770012
3058,Coburg,VIC,144.964524,-37.739901
3059,Greenvale,VIC,144.879626,-37.639887
3061,Campbellfield,VIC,144.956763,-37.666265
3064,Craigieburn,VIC,144.942199,-37.546521999999996
3068,Fitzroy,VIC,144.98622,-37.790974
3070,Northcote,VIC,144.999745,-37.774064
3071,Thornbury,VIC,145.00700600000002,-37.759426
3072,Preston,VIC,145.005702,-37.742470000000004
3073,Reservoir,VIC,145.005955,-37.712474
3074,Thomastown,VIC,145.006644,-37.684684000000004
3079,Ivanhoe,VIC,145.048573,-37.772675
3082,Mill Park,VIC,145.065658,-37.664858
3083,Bundoora,VIC,145.056223,-37.701346
3084,Heidelberg,VIC,145.082685,-37.744406
3085,Yallambie,VIC,145.06988,-37.724398
3087,Watsonia,VIC,145.082426,-37.711787
3088,Greensborough,VIC,145.108339,-37.700175
3093,Lower Plenty,VIC,145.115208,-37.73919
3095,Eltham,VIC,145.158579,-37.713299
3101,Kew,VIC,145.036575,-37.807396999999995
3102,Kew East,VIC,145.05219,-37.793805
3106,Templestowe,VIC,145.142675,-37.758334999999995
3107,Templestowe Lower,VIC,145.110677,-37.765225
3108,Doncaster,VIC,145.125797,-37.786429
3109,Doncaster East,VIC,145.161649,-37.784786
3111,Donvale,VIC,145.18633400000002,-37.794053999999996
3113,Warrandyte,VIC,145.204689,-37.752123
3123,Hawthorn East,VIC,145.04941499999998,-37.829752
3124,Camberwell,VIC,145.06819099999998,-37.840866999999996
3127,Surrey Hills,VIC,145.097236,-37.825173
3128,Box Hill South,VIC,145.122393,-37.828866
3129,Box Hill North,VIC,145.12508400000002,-37.806965000000005
3130,Blackburn,VIC,145.149653,-37.81805
3131,Forest Hill,VIC,145.174489,-37.817797999999996
3132,Mitcham,VIC,145.196686,-37.819221999999996
3133,Vermont,VIC,145.192303,-37.848786
3134,Ringwood North,VIC,145.257929,-37.823058
3135,Ringwood East,VIC,145.248209,-37.819594
3136,Croydon,VIC,145.282396,-37.779876
3137,Kilsyth,VIC,145.313346,-37.819364
3138,Mooroolbark,VIC,145.322794,-37.78391
3139,Woori Yallock,VIC,145.53266599999998,-37.814506
3140,Lilydale,VIC,145.36318500000002,-37.759153999999995
3141,SOUTH YARRA,VIC,144.991264,-37.840678999999994
3144,Malvern,VIC,145.034127,-37.857442999999996
3145,Malvern east,VIC,145.049328,-37.873557
3146,Glen Iris,VIC,145.05783300000002,-37.857116
3149,Mount Waverley,VIC,145.128118,-37.880748
3150,Wheelers Hill,VIC,145.168834,-37.914383
3151,Burwood East,VIC,145.151119,-37.85523
3152,Wantirna South,VIC,145.22169499999998,-37.864951
3153,Bayswater,VIC,145.270141,-37.845116
3155,Boronia,VIC,145.284418,-37.861799
3156,Ferntree Gully,VIC,145.292895,-37.917932
3159,Selby,VIC,145.3892,-37.921894
3160,Belgrave,VIC,145.350821,-37.935097
3165,Bentleigh east,VIC,145.059426,-37.922369
3166,Oakleigh East,VIC,145.089719,-37.902805
3167,Oakleigh South,VIC,145.087614,-37.923345
3168,Clayton,VIC,145.12665,-37.91342
3169,Clayton South,VIC,145.115271,-37.945149
3170,Mulgrave,VIC,145.16785900000002,-37.920945
3171,Springvale,VIC,145.15678300000002,-37.944608
3172,Dingley Village,VIC,145.13465,-37.975981
3173,Keysborough,VIC,145.164863,-38.006771
3174,Noble Park,VIC,145.17877,-37.966218
3175,Bangholme,VIC,145.208504,-38.016114
3177,Doveton,VIC,145.23746200000002,-37.990984999999995
3178,Rowville,VIC,145.24158899999998,-37.924431
3180,Knoxfield,VIC,145.246731,-37.893263
3181,Prahran,VIC,144.995504,-37.854683
3183,Balaclava,VIC,144.99902600000001,-37.869071999999996
3184,Elwood,VIC,144.984034,-37.881414
3186,Brighton,VIC,144.996329,-37.915065999999996
3187,back of burke,VIC,145.013593,-37.925371000000005
3188,Hampton,VIC,145.007238,-37.938889
3189,Moorabbin,VIC,145.047802,-37.942021000000004
3191,Sandringham,VIC,145.013472,-37.956585
3192,Cheltenham,VIC,145.0623,-37.965655
3193,Beaumaris,VIC,145.031561,-37.978698
3194,Mentone,VIC,145.06735600000002,-37.985059
3195,Aspendale,VIC,145.104105,-38.007024
3196,Chelsea,VIC,145.12276200000002,-38.046479
3197,Patterson Lakes,VIC,145.13411100000002,-38.072748
3199,Frankston,VIC,145.135961,-38.162578
3201,Carrum Downs,VIC,145.177905,-38.092874
3202,Heatherton,VIC,145.09269799999998,-37.960555
3204,Bentleigh,VIC,145.036783,-37.916956
3207,Port Melbourne,VIC,144.91804399999998,-37.832179
3212,Lara,VIC,144.422666,-38.039958
3213,Lovely Banks,VIC,144.2894,-37.9406
3214,Corio,VIC,144.352385,-38.084781
3215,Bell Park,VIC,144.33452,-38.111002
3216,Grovedale,VIC,144.334005,-38.215906
3218,Herne Hill,VIC,144.28948830000002,-38.13028025
3219,Newcombe,VIC,144.389533,-38.17277
3220,Newtown,VIC,144.34652,-38.157038
3222,Wallington,VIC,144.57298899999998,-38.209921
3225,Point Lonsdale,VIC,144.614191,-38.271074
3226,Ocean Grove,VIC,144.523761,-38.263811
3228,Torquay,VIC,144.299978,-38.307545000000005
3249,Gerangamete,VIC,143.557159,-38.388290999999995
3264,Terang,VIC,142.884394,-38.232442999999996
3272,Mortlake,VIC,142.853634,-37.982186
3280,Warrnambool,VIC,142.482889,-38.378840000000004
3304,Heywood,VIC,141.952156,-38.182084
3305,Portland,VIC,141.437227,-38.235475
3331,Bannockburn,VIC,144.194625,-38.049195000000005
3337,Melton,VIC,144.5462424,-37.65724033
3340,Bacchus Marsh,VIC,144.394442,-37.787135
3350,Ballarat,VIC,143.864505,-37.571940999999995
3351,Smythes Creek,VIC,143.637463,-37.758247999999995
3356,Delacombe,VIC,143.82846,-37.592283
3363,Creswick North,VIC,143.88637,-37.420588
3377,Ararat,VIC,142.95691599999998,-37.231524
3430,Clarkefield,VIC,144.806632,-37.494056
3500,Mildura,VIC,142.15416100000002,-34.1931
3502,Mildura,VIC,145.25835,-37.972887
3505,Merbein,VIC,142.004192,-34.180532
3550,Bendigo,VIC,144.285267,-36.764269
3555,Kangaroo Flat,VIC,144.245239,-36.777226
3585,Swan Hill,VIC,143.336906,-35.348388
3595,Nyah West,VIC,143.351682,-35.202752000000004
3608,Kirwans Bridge,VIC,145.095753,-36.740713
3616,Harston,VIC,145.145217,-36.464118
3620,Kyabram,VIC,145.082735,-36.284584
3630,Shepparton,VIC,145.403176,-36.380853
3631,Shepparton,VIC,145.526693,-36.428694
3636,Numurkah,VIC,145.479471,-36.093878000000004
3644,Cobram,NSW,145.63268200000002,-35.945353000000004
3658,Broadford,VIC,145.111854,-37.241401
3666,Euroa,VIC,145.565512,-36.786777
3677,Wangaratta,VIC,146.33056399999998,-36.358017
3678,Markwood,VIC,146.482439,-36.68892
3683,Chiltern,VIC,146.604622,-36.180787
3690,West Wodonga,VIC,146.864361,-36.135717
3714,Alexandra,VIC,145.68788899999998,-37.210538
3719,Gobur,VIC,145.608491,-37.041215
3720,Bonnie Doon,VIC,145.850304,-37.017241
3723,Bridge Creek,VIC,146.256507,-36.894465000000004
3725,Goorambat,VIC,145.937326,-36.414359000000005
3737,Myrtleford,VIC,146.82759,-36.554037
3747,Beechworth,VIC,146.725705,-36.361056
3749,Yackandandah,VIC,146.8638108,-36.42031113
3750,Wollert,VIC,145.005578,-37.596078000000006
3752,South Morang,VIC,145.074353,-37.619102000000005
3753,Beveridge,VIC,144.95951200000002,-37.476473999999996
3754,Mernda,VIC,145.112985,-37.593554
3765,Montrose,VIC,145.346621,-37.814771
3770,Gruyere,VIC,145.41600400000002,-37.708784
3775,Yarra Glen,VIC,145.365993,-37.642852000000005
3777,Healesville,VIC,145.513804,-37.606088
3781,Cockatoo,VIC,145.487862,-37.938471
3782,Emerald,VIC,145.433024,-37.938068
3793,Monbulk,VIC,145.429715,-37.874533
3796,Mt Evelyn,VIC,145.384922,-37.786977
3797,Yarra Junction,VIC,145.786343,-37.867809
3799,Millgrove,VIC,145.818512,-37.727565999999996
3802,Endeavour Hills,VIC,145.255599,-37.971763
3803,Hallam,VIC,145.265524,-38.009434999999996
3805,Narre Warren South,VIC,145.30419799999999,-38.037026000000004
3806,Berwick,VIC,145.34948799999998,-38.025017999999996
3807,Beaconsfield,VIC,145.371635,-38.048316
3809,Officer,VIC,145.406887,-38.069094
3810,Pakenham,VIC,145.472514,-38.04658
3812,Nar Nar Goon,VIC,145.565304,-38.070135
3818,Drouin,VIC,145.86733700000002,-38.096289
3820,Warragul,VIC,145.922212,-38.207476
3823,Yarragon,VIC,146.06565600000002,-38.210382
3825,Moe,VIC,146.34293200000002,-37.978862
3840,Morwell,VIC,146.42445700000002,-38.245215
3841,Morwell,VIC,147.463,-37.5832
3844,Traralgon,VIC,146.607101,-38.316869
3869,Yinnar,VIC,146.359836,-38.364689
3870,Boolarra,VIC,146.319351,-38.437946000000004
3871,Mirboo North,VIC,146.158866,-38.42207
3874,Carrajung Sth,VIC,146.836248,-38.514438
3875,Bairnsdale,VIC,147.63201,-37.826032
3911,Baxter,VIC,145.169556,-38.196908
3913,Tyabb,VIC,145.166426,-38.262273
3916,Shoreham,VIC,145.050587,-38.415199
3919,Crib Point,VIC,145.199777,-38.352327
3930,Mount Eliza,VIC,145.093743,-38.195017
3931,Mornington,VIC,145.04950300000002,-38.230038
3934,Mt Martha,VIC,145.031598,-38.2783
3939,Rosebud,VIC,144.900413,-38.42776
3940,Rosebud West,VIC,144.8754149,-38.37363083
3941,Rye,VIC,144.827203,-38.396077000000005
3942,Blairgowrie,VIC,144.768301,-38.367874
3943,Sorrento,VIC,144.739101,-38.345527000000004
3945,Loch,VIC,145.697053,-38.381582
3956,Meeniyan,VIC,145.955341,-38.597018
3976,Hampton Park,VIC,145.264296,-38.043995
3977,Cranbourne,VIC,145.2695101,-38.146639799999996
3981,Koo Wee rup,VIC,145.575,-38.207298
3996,Inverloch,VIC,145.745609,-38.629560999999995
4000,Brisbane,QLD,153.02212600000001,-27.468390999999997
4012,Nundah,QLD,153.05355,-27.399334999999997
4017,Bracken Ridge,QLD,153.047339,-27.318074
4019,Clontarf,QLD,153.088498,-27.248337
4020,Scarborough,QLD,153.0900858,-27.21066448
4021,Kippa-Ring,QLD,153.07529,-27.220097999999997
4034,Aspley,QLD,153.040051,-27.354710999999998
4037,Eatons Hill,QLD,152.936519,-27.341128
4053,Mitchelton,QLD,152.98725,-27.399572999999997
4055,Ferny Hills,QLD,152.92424,-27.393676
4060,Ashgrove,QLD,152.985176,-27.445107
4064,Paddington,QLD,152.99903899999998,-27.464676
4069,Fig Tree Pocket,QLD,152.898911,-27.502784000000002
4070,Bundaberg,QLD,152.871141,-27.559944
4073,Sinnamon Park,QLD,152.95138500000002,-27.549179
4074,Jindalee,QLD,152.92152099999998,-27.554082
4075,Corinda,QLD,152.975619,-27.552134999999996
4077,Doolandella,QLD,152.96782199999998,-27.605551000000002
4078,Forest Lake,QLD,152.950579,-27.612653
4102,Woolloongabba,QLD,153.0328,-27.495458000000003
4103,Northgate,QLD,153.02876799999999,-27.512175
4104,Yeronga,QLD,153.011535,-27.515758
4105,Moorooka,QLD,153.018893,-27.534438
4108,Coopers Plains,QLD,153.020197,-27.568359
4109,Sunnybank,QLD,153.057452,-27.57925
4110,Mundoolun,QLD,153.009526,-27.612178000000004
4114,Kingston,QLD,153.110764,-27.652812
4118,Regents Park,QLD,153.027323,-27.673806
